,workerid,is_filler,lexicalization,order,polarity,question,response,sentence,sentence_id,structure,trial_type
6212,101,0,17,88,base,Was there a claim that the secretary sent the report to the wrong department?,1,Olivia discussed the claim that the secretary sent the report to the wrong department.,1175,,negation_post
6213,101,1,NA,90,negated,Were there confidential folders in the archive?,1,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
6214,101,1,NA,92,base,Were there important documents in the office?,1,The journalist reviewed the important documents in the office.,3017,,negation_post
6215,101,0,21,94,base,Was there a claim that the chef burned the steak during the dinner service?,1,Chloe discussed the claim that the chef burned the steak during the dinner service.,1215,,negation_post
6216,101,1,NA,96,base,Was there a missing wallet under the table?,1,Frank found the missing wallet under the table.,3023,,negation_post
6217,43,1,NA,2,negated,Was there an ancient statue?,0.99,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
6218,43,0,16,4,base,Was there a claim that the author deleted a chapter from the final draft?,0.98,Thomas discussed the claim that the author deleted a chapter from the final draft.,1165,,negation_pre
6219,43,1,NA,6,base,Were there fresh vegetables at the supermarket?,0.51,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
6220,43,1,NA,8,base,Were there lecture slides online?,0.97,The professor updated the lecture slides online.,3008,,negation_pre
6221,43,0,8,10,base,Was there a claim that the bus driver skipped several stops during the morning route?,0.98,Liam discussed the claim that the bus driver skipped several stops during the morning route.,1085,,negation_pre
6222,43,1,NA,12,negated,Was there a new schedule on the board?,0,The teacher didn't post the new schedule on the board.,3013,,negation_pre
6223,43,1,NA,14,base,Were there plants on the balcony?,0.47,Anna watered the plants on the balcony.,3004,,negation_pre
6224,43,0,17,16,negated,Was there a claim that the secretary sent the report to the wrong department?,0.99,Olivia didn’t discuss the claim that the secretary sent the report to the wrong department.,1176,,negation_pre
6225,43,1,NA,18,negated,Were there new books on the shelf?,0.98,The librarian didn't organize the new books on the shelf.,3011,,negation_pre
6226,43,1,NA,20,base,Was there a new history book in the library?,0.96,The student read the new history book in the library.,3001,,negation_pre
6227,43,0,6,22,negated,Was there a claim that the babysitter forgot to pick up the children after school?,0.96,Julia didn’t discuss the claim that the babysitter forgot to pick up the children after school.,1066,,negation_pre
6228,43,1,NA,24,negated,Was there a rare bird near the lake?,0.51,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
6229,43,1,NA,74,base,Was there a practice field for the team?,0.99,The coach reserved the practice field for the team.,3019,,negation_post
6230,43,0,12,76,base,Was there a claim that the café overcharged the customer for coffee?,0.96,The manager discussed the claim that the café overcharged the customer for coffee.,1125,,negation_post
6231,43,1,NA,78,negated,Were there important documents in the office?,0.49,The journalist didn't review the important documents in the office.,3025,,negation_post
6232,43,1,NA,80,negated,Were there returned packages at the counter?,0.49,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
6233,43,0,24,82,negated,Was there a claim that the committee rejected the proposal without review?,0.97,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,,negation_post
6234,43,1,NA,84,base,Was there a missing wallet under the table?,0.97,Frank found the missing wallet under the table.,3023,,negation_post
6235,43,1,NA,86,negated,Was there silver jewelry in the display case?,1,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
6236,43,0,20,88,base,Was there a claim that the plumber fixed the leak before the inspection?,0.97,The landlord discussed the claim that the plumber fixed the leak before the inspection.,1205,,negation_post
6237,43,1,NA,90,base,Were there confidential folders in the archive?,0.96,The assistant labeled the confidential folders in the archive.,3022,,negation_post
6238,43,1,NA,92,base,Was there a heavy suitcase?,1,Christine bought the heavy suitcase.,3020,,negation_post
6239,43,0,23,94,negated,Was there a claim that the lawyer filed the report too late?,0.98,Hannah didn’t discuss the claim that the lawyer filed the report too late.,1236,,negation_post
6240,43,1,NA,96,negated,Was there an old piano in the practice hall?,0.98,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
6241,173,1,NA,2,negated,Were there plants on the balcony?,1,Anna didn't water the plants on the balcony.,3012,,negation_pre
6242,173,0,5,4,negated,Was there a claim that the neighbor played loud music after midnight?,1,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,,negation_pre
6243,173,1,NA,6,negated,Was there a rare bird near the lake?,1,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
6244,173,1,NA,8,base,Were there new books on the shelf?,1,The librarian organized the new books on the shelf.,3003,,negation_pre
6245,173,0,9,10,base,Was there a claim that the nurse gave the wrong medication to a patient?,1,Grace discussed the claim that the nurse gave the wrong medication to a patient.,1095,,negation_pre
6246,173,1,NA,12,negated,Was there an ancient statue?,1,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
6247,173,1,NA,14,base,Was there a new history book in the library?,1,The student read the new history book in the library.,3001,,negation_pre
6248,173,0,20,16,negated,Was there a claim that the plumber fixed the leak before the inspection?,1,The landlord didn’t discuss the claim that the plumber fixed the leak before the inspection.,1206,,negation_pre
6249,173,1,NA,18,base,Was there a new schedule on the board?,1,The teacher posted the new schedule on the board.,3005,,negation_pre
6250,173,1,NA,20,base,Were there fresh vegetables at the supermarket?,1,Emily bought fresh vegetables at the supermarket.,3002,,negation_pre
6251,173,0,15,22,base,Was there a claim that the photographer lost the camera during the trip?,1,Rachel discussed the claim that the photographer lost the camera during the trip.,1155,,negation_pre
6252,173,1,NA,24,negated,Were there lecture slides online?,1,The professor didn't update the lecture slides online.,3016,,negation_pre
6253,173,1,NA,74,base,Was there an old piano in the practice hall?,1,The musician tuned the old piano in the practice hall.,3018,,negation_post
6254,173,0,18,76,base,Was there a claim that the delivery driver dropped the package on the street?,1,Ben discussed the claim that the delivery driver dropped the package on the street.,1185,,negation_post
6255,173,1,NA,78,base,Was there silver jewelry in the display case?,1,Maria polished the silver jewelry in the display case.,3021,,negation_post
6256,173,1,NA,80,negated,Was there a heavy suitcase?,1,Christine didn't buy the heavy suitcase.,3028,,negation_post
6257,173,0,1,82,negated,Was there a claim that the bakery shop would serve donuts tomorrow?,1,John didn’t discuss the claim that the bakery shop would serve donuts tomorrow.,1016,,negation_post
6258,173,1,NA,84,negated,Were there confidential folders in the archive?,1,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
6259,173,1,NA,86,base,Was there a missing wallet under the table?,1,Frank found the missing wallet under the table.,3023,,negation_post
6260,173,0,24,88,base,Was there a claim that the committee rejected the proposal without review?,1,Jason discussed the claim that the committee rejected the proposal without review.,1245,,negation_post
6261,173,1,NA,90,negated,Was there a practice field for the team?,1,The coach didn't reserve the practice field for the team.,3027,,negation_post
6262,173,1,NA,92,negated,Were there important documents in the office?,1,The journalist didn't review the important documents in the office.,3025,,negation_post
6263,173,0,19,94,negated,Was there a claim that the company released the new software ahead of schedule?,1,Megan didn’t discuss the claim that the company released the new software ahead of schedule.,1196,,negation_post
6264,173,1,NA,96,base,Were there returned packages at the counter?,1,The clerk sorted the returned packages at the counter.,3024,,negation_post
6265,243,1,NA,2,base,Was there a new schedule on the board?,0.94,The teacher posted the new schedule on the board.,3005,,negation_pre
6266,243,0,15,4,base,Was there a claim that the photographer lost the camera during the trip?,0.94,Rachel discussed the claim that the photographer lost the camera during the trip.,1155,,negation_pre
6267,243,1,NA,6,negated,Was there an ancient statue?,0.94,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
6268,243,1,NA,8,base,Were there new books on the shelf?,0.99,The librarian organized the new books on the shelf.,3003,,negation_pre
6269,243,0,7,10,base,Was there a claim that the scientist discovered an error in the final experiment?,1,Nora discussed the claim that the scientist discovered an error in the final experiment.,1075,,negation_pre
6270,243,1,NA,12,negated,Was there a rare bird near the lake?,0.61,The hikers didn't catch the rare bird near the lake.,3014,,negation_pre
6271,243,1,NA,14,negated,Was there a new history book in the library?,0.83,The student didn't read the new history book in the library.,3009,,negation_pre
6272,243,0,16,16,negated,Was there a claim that the author deleted a chapter from the final draft?,0.81,Thomas didn’t discuss the claim that the author deleted a chapter from the final draft.,1166,,negation_pre
6273,243,1,NA,18,base,Were there lecture slides online?,1,The professor updated the lecture slides online.,3008,,negation_pre
6274,243,1,NA,20,base,Were there plants on the balcony?,1,Anna watered the plants on the balcony.,3004,,negation_pre
